SucursalID,Nombre,CodigoBarra,Categoria,FechaCaducidad,Marca,Precio,Stock
026,Carne,0000000193,Food,2026-05-01,HP,534.21,355

027,Carne,0000000194,Kitchen,2026-07-14,Sony,711.13,466

022,Monitor,0000000195,Computers,2026-09-20,HP,663.22,35

012,Cafetera,0000000196,Electronics,2026-09-16,Sony,936.78,184

018,Teclado,0000000197,Computers,2025-01-21,Whirlpool,668.47,196

024,Carne,0000000198,Kitchen,2026-02-06,Whirlpool,764.1,355

005,Audifonos,0000000199,Computers,2025-03-18,Samsung,63.13,28

007,Audifonos,0000000200,Food,2026-07-28,Whirlpool,395.79,306

016,Pan,0000000201,Kitchen,2025-06-27,HP,648.36,10

007,Laptop,0000000202,Kitchen,2025-04-09,Samsung,940.11,404

015,Pan,0000000203,Food,2025-02-07,HP,837.76,374

007,Cafetera,0000000204,Kitchen,2025-03-10,Philips,375.98,357

004,Teclado,0000000205,Food,2026-08-10,Philips,780.5,341

030,Licuadora,0000000206,Computers,2026-05-27,HP,788.64,252

019,Licuadora,0000000207,Computers,2025-10-23,LG,660.55,417

023,Leche,0000000208,Food,2025-08-01,Nestle,214.07,225

029,Queso,0000000209,Computers,2026-07-02,Nestle,625.37,342

027,Carne,0000000210,Electronics,2025-11-21,Samsung,922.87,9

011,Refrigeradora,0000000211,Kitchen,2025-11-22,LG,746.28,201

024,Teclado,0000000212,Computers,2025-02-15,Philips,692.05,463

007,Teclado,0000000213,Computers,2025-05-20,Dell,407.45,229

004,Laptop,0000000214,Food,2025-07-10,LG,978.2,151

024,Monitor,0000000215,Kitchen,2026-05-08,Whirlpool,57.88,276

030,Cafetera,0000000216,Food,2025-03-24,Bimbo,145.36,154

016,Laptop,0000000217,Electronics,2026-01-24,Bimbo,775.98,326

015,Mouse,0000000218,Food,2025-04-26,Dell,91.28,396

008,Carne,0000000219,Computers,2026-08-05,Nestle,302.31,412

022,Cafetera,0000000220,Computers,2025-08-23,Samsung,754.91,53

009,Licuadora,0000000221,Electronics,2025-10-09,Philips,918.55,482

009,Teclado,0000000222,Computers,2026-08-13,Samsung,475.66,45

023,Microondas,0000000223,Electronics,2026-03-17,LG,528.73,468

011,Microondas,0000000224,Food,2026-05-06,Bimbo,708.79,14

016,Cafetera,0000000225,Food,2026-05-17,Samsung,174.27,165

019,Microondas,0000000226,Kitchen,2025-05-05,Nestle,526.84,449

011,Licuadora,0000000227,Computers,2026-03-22,Nestle,21.69,57

023,Leche,0000000228,Electronics,2026-10-24,Bimbo,356.1,481

029,Carne,0000000229,Electronics,2026-11-03,Dell,221.6,104

018,Monitor,0000000230,Kitchen,2026-07-27,HP,733.35,158

007,Teclado,0000000231,Food,2026-02-04,Philips,935.24,148

012,Mouse,0000000232,Electronics,2025-05-11,Samsung,588.86,36

028,Mouse,0000000233,Kitchen,2026-09-24,Sony,188.16,483

025,Microondas,0000000234,Electronics,2025-02-19,Nestle,975.64,362

004,Laptop,0000000235,Kitchen,2025-02-09,LG,397.09,349

025,Microondas,0000000236,Computers,2026-08-14,Philips,180.33,431

018,Audifonos,0000000237,Food,2026-09-13,Bimbo,403.63,306

026,Refrigeradora,0000000238,Electronics,2026-06-07,Bimbo,943.3,134

027,Microondas,0000000239,Kitchen,2025-02-13,Sony,40.27,423

010,Monitor,0000000240,Computers,2025-12-26,Nestle,650.7,377

009,Mouse,0000000241,Kitchen,2025-07-05,HP,671.76,194

016,Refrigeradora,0000000242,Computers,2025-04-24,Bimbo,431.54,117

007,Audifonos,0000000243,Electronics,2025-05-09,Bimbo,66.85,464

022,Teclado,0000000244,Computers,2025-05-15,Whirlpool,644.48,188

010,Audifonos,0000000245,Electronics,2025-07-03,LG,822.46,269

001,Jugo,0000000246,Kitchen,2026-04-08,Samsung,537.97,4

011,Cafetera,0000000247,Computers,2025-04-15,Philips,967.54,44

030,Monitor,0000000248,Kitchen,2026-04-22,Whirlpool,112.76,466

024,Licuadora,0000000249,Electronics,2025-03-04,Nestle,994.59,153

011,Carne,0000000250,Electronics,2025-02-21,LG,861.1,226

014,Pan,0000000251,Computers,2026-05-09,Nestle,695.05,34

025,Microondas,0000000252,Electronics,2026-10-02,Bimbo,96.6,431

012,Laptop,0000000253,Electronics,2026-11-08,Bimbo,170.64,83

000,Refrigeradora,0000000254,Computers,2025-10-08,Whirlpool,156.59,38

016,Microondas,0000000255,Computers,2026-03-17,Bimbo,999.3,108

027,Audifonos,0000000256,Kitchen,2026-01-08,Philips,815.98,399

011,Audifonos,0000000257,Food,2026-07-10,Nestle,454.94,233

010,Laptop,0000000258,Computers,2025-03-28,LG,559.35,47

009,Jugo,0000000259,Computers,2025-04-08,LG,56.8,376

020,Teclado,0000000260,Computers,2025-02-22,Philips,27.87,212

005,Audifonos,0000000261,Electronics,2025-01-23,Dell,263.23,57

003,Cafetera,0000000262,Food,2025-02-11,LG,179.95,323

003,Teclado,0000000263,Kitchen,2026-07-09,Dell,133.77,448

005,Queso,0000000264,Electronics,2025-07-01,Samsung,75.73,53

006,Teclado,0000000265,Electronics,2026-04-14,Whirlpool,134.8,87

019,Queso,0000000266,Kitchen,2025-11-24,Bimbo,623.29,470

014,Microondas,0000000267,Electronics,2026-08-01,Bimbo,942.41,171

014,Queso,0000000268,Food,2026-03-11,LG,776.43,66

013,Pan,0000000269,Computers,2026-06-16,Dell,209.23,356

025,Laptop,0000000270,Food,2025-04-15,Whirlpool,73.81,9

026,Queso,0000000271,Kitchen,2026-01-13,HP,683.76,413

020,Monitor,0000000272,Food,2025-07-10,Dell,166.3,241

007,Audifonos,0000000273,Computers,2025-10-05,LG,413.32,303

003,Mouse,0000000274,Computers,2025-06-11,Nestle,625.22,470

009,Microondas,0000000275,Electronics,2025-06-06,Samsung,534.86,384

030,Microondas,0000000276,Electronics,2026-10-23,Sony,921.96,186

015,Audifonos,0000000277,Food,2026-10-12,Bimbo,117.56,127

005,Leche,0000000278,Computers,2026-07-20,Dell,472.56,178

029,Queso,0000000279,Food,2026-06-18,Nestle,309.86,74

019,Mouse,0000000280,Computers,2026-06-18,Whirlpool,728.8,66

006,Licuadora,0000000281,Computers,2025-06-11,Philips,335.82,24

017,Audifonos,0000000282,Food,2026-04-14,Philips,704.44,24

014,Licuadora,0000000283,Electronics,2025-05-23,HP,528.91,441

004,Audifonos,0000000284,Food,2026-04-10,Philips,192.05,319

007,Refrigeradora,0000000285,Kitchen,2025-02-12,Dell,849.22,113

022,Licuadora,0000000286,Food,2025-01-17,Sony,169.81,496

005,Audifonos,0000000287,Food,2026-04-28,Nestle,639.6,47

006,Microondas,0000000288,Kitchen,2025-07-26,Philips,334.97,233

023,Monitor,0000000289,Food,2025-07-01,LG,524.5,400

030,Pan,0000000290,Computers,2025-08-22,Whirlpool,244.63,400

024,Teclado,0000000291,Computers,2025-01-16,Dell,609.57,107

009,Monitor,0000000292,Electronics,2025-05-05,LG,364.24,156

013,Pan,0000000293,Food,2025-07-21,HP,810.31,270

009,Queso,0000000294,Computers,2026-02-06,Samsung,891.76,99

009,Leche,0000000295,Food,2026-09-20,Bimbo,717.28,45

017,Jugo,0000000296,Food,2025-02-24,Dell,591.63,46

005,Microondas,0000000297,Kitchen,2026-05-13,Bimbo,575.49,494

000,Monitor,0000000298,Computers,2026-12-02,Sony,852.82,57

021,Carne,0000000299,Food,2026-06-26,Philips,195.06,457

004,Leche,0000000300,Food,2026-08-27,Samsung,761.61,39

009,Queso,0000000301,Computers,2025-04-22,Bimbo,434.93,471

014,Pan,0000000302,Kitchen,2026-07-23,Dell,302.01,318

025,Microondas,0000000303,Electronics,2025-01-27,Sony,37.18,19

021,Queso,0000000304,Electronics,2026-02-16,Sony,794.2,94

018,Jugo,0000000305,Electronics,2025-06-12,Nestle,374.5,350

022,Leche,0000000306,Kitchen,2025-01-11,Nestle,570.69,289

021,Teclado,0000000307,Computers,2025-10-16,HP,741.33,437

012,Leche,0000000308,Kitchen,2026-04-26,Samsung,39.65,336

028,Licuadora,0000000309,Food,2026-04-10,Sony,461.87,425

006,Teclado,0000000310,Kitchen,2025-12-06,Philips,956.31,421

025,Licuadora,0000000311,Electronics,2025-02-17,Bimbo,691.24,191

003,Jugo,0000000312,Computers,2026-03-06,Samsung,473.01,270

007,Licuadora,0000000313,Food,2025-12-09,Bimbo,490.9,437

019,Refrigeradora,0000000314,Kitchen,2025-08-12,Samsung,317.94,278

019,Cafetera,0000000315,Food,2026-03-15,Sony,354.83,294

013,Queso,0000000316,Kitchen,2026-06-24,Whirlpool,451.05,37

016,Leche,0000000317,Food,2025-12-06,Nestle,621.44,235

016,Jugo,0000000318,Electronics,2025-03-10,HP,550.7,170

000,Pan,0000000319,Computers,2025-02-15,Samsung,107.9,401

026,Refrigeradora,0000000320,Kitchen,2026-12-09,HP,29.77,24

024,Licuadora,0000000321,Computers,2025-12-22,Whirlpool,754.73,352

002,Microondas,0000000322,Kitchen,2026-12-21,Dell,796.65,108

020,Mouse,0000000323,Kitchen,2026-09-25,Nestle,141.53,382

019,Jugo,0000000324,Kitchen,2026-06-19,Whirlpool,711.78,238

003,Refrigeradora,0000000325,Kitchen,2025-04-13,HP,909.59,42

005,Carne,0000000326,Computers,2026-05-24,Dell,245.41,1

022,Mouse,0000000327,Computers,2026-04-21,Bimbo,851.98,288

029,Jugo,0000000328,Computers,2026-03-19,Whirlpool,971.07,294

025,Licuadora,0000000329,Food,2026-06-12,LG,630.07,498

003,Cafetera,0000000330,Kitchen,2026-11-12,Samsung,158.43,80

008,Teclado,0000000331,Computers,2026-03-22,Bimbo,743.55,84

019,Laptop,0000000332,Computers,2026-03-10,LG,21.25,459

007,Pan,0000000333,Kitchen,2025-05-08,Sony,463.28,447

012,Licuadora,0000000334,Electronics,2026-05-04,LG,102.72,158

025,Monitor,0000000335,Computers,2026-06-18,Samsung,340.66,265

030,Queso,0000000336,Kitchen,2026-09-19,Bimbo,701.25,498

022,Jugo,0000000337,Food,2025-04-17,Whirlpool,413.93,121

019,Laptop,0000000338,Electronics,2026-01-23,HP,438.48,36

016,Carne,0000000339,Kitchen,2026-07-12,HP,750.51,353

022,Teclado,0000000340,Kitchen,2026-02-17,HP,813.0,65

012,Audifonos,0000000341,Electronics,2025-07-06,Sony,338.82,465

014,Licuadora,0000000342,Computers,2026-03-25,Sony,339.58,153

027,Laptop,0000000343,Food,2025-08-03,Dell,612.49,75

021,Jugo,0000000344,Electronics,2025-02-07,Nestle,296.27,486

003,Refrigeradora,0000000345,Electronics,2025-08-25,Nestle,210.51,190

014,Mouse,0000000346,Computers,2025-09-08,LG,990.42,340

004,Licuadora,0000000347,Electronics,2026-05-23,HP,638.7,346

015,Audifonos,0000000348,Kitchen,2026-01-01,HP,479.04,252

012,Carne,0000000349,Electronics,2026-11-01,Philips,412.75,343

003,Queso,0000000350,Kitchen,2025-05-13,Samsung,647.62,248

028,Mouse,0000000351,Food,2026-02-22,Whirlpool,639.09,204

015,Monitor,0000000352,Kitchen,2025-04-02,Sony,450.37,442

005,Laptop,0000000353,Food,2026-04-15,Samsung,483.24,379

013,Jugo,0000000354,Computers,2026-10-27,Sony,978.67,249

030,Teclado,0000000355,Electronics,2025-01-12,Samsung,368.63,213

027,Leche,0000000356,Computers,2025-12-12,Nestle,324.84,241

014,Cafetera,0000000357,Electronics,2026-08-01,LG,704.73,230

023,Microondas,0000000358,Electronics,2026-12-21,Nestle,326.71,53

005,Teclado,0000000359,Electronics,2025-09-18,Bimbo,164.96,116

027,Pan,0000000360,Food,2025-05-16,LG,406.55,19

027,Cafetera,0000000361,Electronics,2025-05-08,LG,564.59,339

022,Licuadora,0000000362,Computers,2025-10-11,Philips,98.55,268

002,Teclado,0000000363,Kitchen,2026-12-13,HP,420.57,402

023,Laptop,0000000364,Computers,2025-06-15,Philips,105.25,362

018,Microondas,0000000365,Food,2026-12-26,Philips,33.07,248

010,Licuadora,0000000366,Food,2025-01-26,Sony,316.98,246

029,Queso,0000000367,Kitchen,2026-05-23,HP,195.05,178

015,Licuadora,0000000368,Kitchen,2025-05-02,HP,539.15,359

002,Leche,0000000369,Food,2026-03-11,HP,855.81,436

016,Microondas,0000000370,Food,2026-02-28,Dell,206.04,156

006,Queso,0000000371,Kitchen,2025-05-05,Sony,707.48,403

026,Cafetera,0000000372,Computers,2026-03-20,Philips,943.37,361

023,Audifonos,0000000373,Food,2025-03-21,Bimbo,777.92,99

012,Pan,0000000374,Electronics,2026-10-17,LG,717.46,304

008,Monitor,0000000375,Electronics,2026-11-27,Sony,688.35,217

028,Laptop,0000000376,Kitchen,2025-04-19,HP,982.9,180

004,Cafetera,0000000377,Computers,2025-04-19,Bimbo,908.71,352

009,Microondas,0000000378,Kitchen,2026-02-24,Nestle,802.49,469

028,Jugo,0000000379,Computers,2025-05-12,Nestle,193.85,279

020,Microondas,0000000380,Food,2026-06-19,Bimbo,73.89,282

029,Audifonos,0000000381,Electronics,2026-09-21,Philips,488.33,28

004,Jugo,0000000382,Kitchen,2025-02-27,LG,426.72,445

020,Microondas,0000000383,Kitchen,2025-09-02,Samsung,381.71,80

014,Mouse,0000000384,Kitchen,2025-11-28,Dell,623.27,486

021,Licuadora,0000000385,Electronics,2025-06-11,Samsung,813.34,170

013,Jugo,0000000386,Kitchen,2026-07-05,Dell,291.19,57

016,Pan,0000000387,Electronics,2026-03-07,LG,128.65,472

030,Laptop,0000000388,Electronics,2026-03-06,Nestle,649.52,220

023,Queso,0000000389,Kitchen,2025-06-27,Dell,573.44,457

012,Monitor,0000000390,Electronics,2026-08-25,HP,428.54,19

003,Monitor,0000000391,Food,2026-07-24,Samsung,811.99,397

001,Leche,0000000392,Electronics,2025-12-04,Samsung,608.29,275

003,Audifonos,0000000393,Kitchen,2026-06-26,Samsung,244.17,118

028,Audifonos,0000000394,Computers,2026-07-04,Philips,320.74,270

002,Audifonos,0000000395,Computers,2025-04-03,Whirlpool,162.12,112

